"Freq [GHz]","dB(St(1,1)) [] - g_pillar_position='27.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='28.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='42.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='57.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='72.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='87.4um' gpillar_r='5um'","dB(St(1,1)) [] - g_pillar_position='102.4um' gpillar_r='5um'"
40.4,-18.1883332996088,-17.9151299845402,-18.870683814463,-18.966565813951,-19.2213443159347,-19.1616760064088,-18.7949209969295
40.5,-18.1716936098271,-17.898377223438,-18.8540348469126,-18.9500510555115,-19.2048732257533,-19.1454196290941,-18.7789301835215
40.6,-18.1551274562695,-17.8816995126421,-18.8374597064863,-18.9336105660173,-19.1884802494626,-19.1292450445268,-18.7630209871268
40.7,-18.1386345443228,-17.8650966218878,-18.8209581079205,-18.9172440562375,-19.1721651661896,-19.1131520070173,-18.7471932038021
40.8,-18.1222145818097,-17.8485683228013,-18.8045297683988,-18.9009512399529,-19.1559277570278,-19.0971402736004,-18.7314466313831
40.9,-18.1058672789941,-17.8321143888822,-18.7881744075458,-18.8847318339598,-19.13976780502,-19.0812096039451,-18.7157810692146
41,-18.0895923485856,-17.8157345954862,-18.7718917474204,-18.8685855580719,-19.1236850951412,-19.0653597602688,-18.7001963178689
41.1,-18.0733895057441,-17.7994287198076,-18.7556815125087,-18.8525121351222,-19.1076794142817,-19.0495905072564,-18.6846921788637
41.2,-18.0572584680829,-17.7831965408623,-18.7395434297164,-18.8365112909633,-19.0917505512308,-19.0339016119842,-18.6692684543895
41.3,-18.0411989556723,-17.7670378394714,-18.7234772283615,-18.8205827544672,-19.0758982966601,-19.0182928438476,-18.6539249470581
41.4,-18.0252106910416,-17.7509523982441,-18.7074826401659,-18.8047262575243,-19.0601224431073,-19.0027639744927,-18.6386614596815
41.5,-18.0092933991813,-17.7349400015619,-18.691559399247,-18.7889415350405,-19.04442278496,-18.9873147777517,-18.6234777950901
41.6,-17.9934468075438,-17.7190004355617,-18.6757072421098,-18.7732283249345,-19.0287991184398,-18.9719450295812,-18.6083737559946
41.7,-17.9776706460452,-17.7031334881202,-18.6599259076371,-18.757586368134,-19.0132512415868,-18.9566545080041,-18.5933491448957
41.8,-17.9619646470645,-17.6873389488381,-18.6442151370813,-18.7420154085707,-18.9977789542435,-18.941442993054,-18.5784037640416
41.9,-17.946328545444,-17.6716166090243,-18.6285746740544,-18.7265151931744,-18.9823820580401,-18.9263102667228,-18.5635374154311
42,-17.930762078488,-17.6559662616804,-18.6130042645186,-18.7110854718667,-18.9670603563786,-18.9112561129105,-18.548749900857
42.1,-17.9152649859619,-17.6403877014855,-18.5975036567765,-18.695725997554,-18.9518136544178,-18.8962803173774,-18.5340410219861
42.2,-17.8998370100899,-17.6248807247811,-18.582072601461,-18.6804365261188,-18.9366417590586,-18.8813826676988,-18.5194105804649
42.3,-17.8844778955532,-17.6094451295561,-18.5667108515252,-18.6652168164113,-18.9215444789293,-18.8665629532218,-18.5048583780477
42.4,-17.8691873894867,-17.5940807154319,-18.5514181622314,-18.6500666302396,-18.9065216243704,-18.8518209650235,-18.4903842167353
42.5,-17.853965241476,-17.5787872836481,-18.5361942911411,-18.6349857323594,-18.8915730074208,-18.8371564958722,-18.4759878989196
42.6,-17.838811203554,-17.5635646370479,-18.5210389981038,-18.619973890463,-18.8766984418028,-18.8225693401892,-18.4616692275282
42.7,-17.8237253616727,-17.5484129251398,-18.5059523790909,-18.6050312114415,-18.8618981041029,-18.8080596710083,-18.4474283848594
42.8,-17.8087074692746,-17.5333319511559,-18.4909341951289,-18.5901574655997,-18.8471718087536,-18.7936272830538,-18.4332651725061
42.9,-17.7937569531293,-17.5183211767002,-18.4759838779501,-18.5753520920852,-18.832519012416,-18.7792715975717,-18.4191790161744
43,-17.7788735750794,-17.5033804109323,-18.4611011965071,-18.5606148702935,-18.8179395354528,-18.7649924152927,-18.4051697222268
43.1,-17.7640570993891,-17.4885094645451,-18.4462859219831,-18.5459455824911,-18.8034331998401,-18.7507895384346,-18.3912370981273
43.2,-17.7493072927377,-17.4737081497512,-18.4315378277803,-18.5313440138002,-18.7889998291544,-18.7366627706725,-18.3773809525088
43.3,-17.7346239242134,-17.4589762802694,-18.4168566895083,-18.5168099521834,-18.7746392485588,-18.7226119171117,-18.3636010952262
43.4,-17.7200067653058,-17.4443136713121,-18.4022422849711,-18.5023431884277,-18.7603512847901,-18.7086367842606,-18.3498973373942
43.5,-17.7054555898985,-17.4297201395713,-18.3876943941561,-18.4879435161279,-18.7461357661456,-18.6947371800052,-18.336269491414
43.6,-17.690970174262,-17.4151955032067,-18.3732127992206,-18.4736107316696,-18.7319925224702,-18.6809129135844,-18.3227173709869
43.7,-17.6765502970449,-17.4007395818319,-18.3587972844806,-18.4593446342116,-18.7179213851432,-18.6671637955663,-18.3092407911202
43.8,-17.6621957392659,-17.3863521965025,-18.3444476363973,-18.4451450256679,-18.7039221870662,-18.6534896378254,-18.2958395681232
43.9,-17.6479062843051,-17.3720331697034,-18.3301636435654,-18.4310117106894,-18.6899947626497,-18.6398902535209,-18.2825135195978
44,-17.6336817178947,-17.3577823253362,-18.3159450966999,-18.4169444966446,-18.6761389478014,-18.6263654570751,-18.2692624644233
44.1,-17.6195218281102,-17.343599488707,-18.3017917886237,-18.402943193601,-18.6623545799134,-18.6129150641535,-18.2560862227368
44.2,-17.6054264053604,-17.3294844865144,-18.2877035142546,-18.3890076143047,-18.6486414978497,-18.5995388916448,-18.2429846159112
44.3,-17.5913952423775,-17.3154371468375,-18.2736800705927,-18.3751375741609,-18.6349995419347,-18.5862367576424,-18.2299574665306
44.4,-17.5774281342073,-17.301457299124,-18.2597212567075,-18.3613328912135,-18.6214285539408,-18.5730084814258,-18.2170045983646
44.5,-17.5635248781988,-17.2875447741783,-18.2458268737246,-18.3475933861238,-18.6079283770764,-18.5598538834432,-18.2041258363416
44.6,-17.5496852739933,-17.2736994041499,-18.2319967248133,-18.3339188821504,-18.5944988559743,-18.5467727852946,-18.1913210065223
44.7,-17.5359091235137,-17.2599210225221,-18.2182306151734,-18.320309205127,-18.5811398366798,-18.533765009715,-18.1785899360728
44.8,-17.5221962309536,-17.2462094641004,-18.2045283520219,-18.3067641834414,-18.5678511666393,-18.520830380559,-18.1659324532388
44.9,-17.5085464027659,-17.2325645650012,-18.1908897445802,-18.2932836480136,-18.5546326946886,-18.5079687227852,-18.1533483873208
45,-17.494959447651,-17.2189861626407,-18.177314604061,-18.2798674322733,-18.5414842710419,-18.4951798624416,-18.1408375686488
45.1,-17.4814351765458,-17.2054740957237,-18.1638027436552,-18.2665153721379,-18.5284057472798,-18.4824636266511,-18.1283998285597
45.2,-17.4679740135346,-17.1920288514695,-18.1503545953226,-18.2532279318352,-18.5153976587744,-18.4698205522599,-18.1160357125685
45.3,-17.4545751595586,-17.1786496208621,-18.1369693558869,-18.2400043233298,-18.5024591745942,-18.4572497565732,-18.1037443375784
45.4,-17.4412384322529,-17.1653362464424,-18.1236468444494,-18.2268443899344,-18.4895901503911,-18.4447510698866,-18.0915255378442
45.5,-17.4279636514399,-17.1520885719966,-18.1103868820365,-18.2137479773569,-18.4767904431395,-18.4323243235172,-18.079379148545
45.6,-17.4147506391169,-17.1389064425452,-18.097189291587,-18.2007149336778,-18.464059911125,-18.4199693497921,-18.0673050057665
45.7,-17.4015992194429,-17.1257897043334,-18.0840538979388,-18.1877451093266,-18.4513984139341,-18.4076859820358,-18.0553029464847
45.8,-17.3885092187263,-17.1127382048196,-18.0709805278155,-18.1748383570584,-18.4388058124433,-18.3954740545596,-18.0433728085505
45.9,-17.3754804654119,-17.0997517926663,-18.0579690098141,-18.1619945319305,-18.426281968809,-18.3833334026503,-18.0315144306749
46,-17.3625127900676,-17.0868303177292,-18.0450191743912,-18.1492134912785,-18.4138267464562,-18.3712638625591,-18.0197276524159
46.1,-17.3496060253716,-17.0739736310474,-18.0321308538505,-18.1364950946928,-18.4014400100692,-18.3592652714919,-18.0080123141657
46.2,-17.3367600060991,-17.0611815848335,-18.0193038823295,-18.1238392039947,-18.3891216255806,-18.3473374675988,-17.9963682571386
46.3,-17.3239745691085,-17.0484540324639,-18.0065380957868,-18.1112456832125,-18.3768714601615,-18.3354802899644,-17.9847953233601
46.4,-17.3112495533287,-17.0357908284686,-17.9938333319892,-18.0987143985578,-18.3646893822112,-18.3236935785986,-17.9732933556564
46.5,-17.2985847997451,-17.0231918285217,-17.9811894304986,-18.0862452184013,-18.3525752613472,-18.3119771744269,-17.961862197645
46.6,-17.285980151386,-17.010656889432,-17.9686062326592,-18.0738380132492,-18.3405289683953,-18.3003309192821,-17.950501693725
46.7,-17.2734354533092,-16.9981858691333,-17.9560835815851,-18.0614926557193,-18.32855037538,-18.2887546558953,-17.9392116890688
46.8,-17.2609505525879,-16.9857786266749,-17.943621322147,-18.0492090205164,-18.3166393555143,-18.2772482278876,-17.9279920296142
46.9,-17.2485252982976,-16.9734350222125,-17.93121930096,-18.0369869844094,-18.3047957831901,-18.2658114797619,-17.9168425620564
47,-17.2361595415013,-16.9611549169987,-17.9188773663706,-18.0248264262067,-18.2930195339689,-18.2544442568952,-17.9057631338416
47.1,-17.2238531352367,-16.9489381733741,-17.9065953684443,-18.0127272267323,-18.2813104845721,-18.2431464055309,-17.894753593159
47.2,-17.2116059345011,-16.9367846547577,-17.8943731589532,-18.0006892688025,-18.2696685128713,-18.2319177727709,-17.883813788936
47.3,-17.1994177962386,-16.9246942256385,-17.8822105913629,-17.9887124372017,-18.2580934978791,-18.220758206569,-17.8729435708311
47.4,-17.1872885793254,-16.9126667515661,-17.8701075208211,-17.9767966186589,-18.24658531974,-18.2096675557237,-17.8621427892285
47.5,-17.1752181445558,-16.9007020991418,-17.8580638041443,-17.9649417018239,-18.2351438597206,-18.1986456698711,-17.8514112952331
47.6,-17.163206641439,-16.8888004426667,-17.8460795893765,-17.9531478747171,-18.2237693261026,-18.1876927350998,-17.8407492788606
47.7,-17.1512539326378,-16.8769616489402,-17.8341547346416,-17.9414150282345,-18.2124616007054,-18.176808600569,-17.8301565905248
47.8,-17.1393595972088,-16.8651852804081,-17.8222888114935,-17.9297427587089,-18.2012202416774,-18.1659927820765,-17.8196327445778
47.9,-17.1275235035314,-16.8534712078204,-17.8104816833488,-17.9181309622899,-18.1900451347148,-18.1552451325685,-17.8091775949776
48,-17.1157455218323,-16.8418193029354,-17.7987332152319,-17.9065795369297,-18.1789361665901,-18.1445655057976,-17.7987909963796
48.1,-17.1040255241721,-16.8302294385114,-17.7870432737633,-17.8950883823611,-18.1678932251446,-18.1339537563171,-17.7884728041329
48.2,-17.0923633844303,-16.8187014882978,-17.7754117271476,-17.8836574000734,-18.1569161992786,-18.1234097394757,-17.7782228742761
48.3,-17.080758978292,-16.8072353270274,-17.7638384451614,-17.8722864932903,-18.1460049789429,-18.1129333114117,-17.7680410635344
48.4,-17.0692121832334,-16.7958308304076,-17.7523232991421,-17.8609755669469,-18.1351594551306,-18.1025243290484,-17.7579272293155
48.5,-17.0577228785082,-16.7844878751126,-17.740866161976,-17.8497245276668,-18.1243795198681,-18.0921826500885,-17.7478812297071
48.6,-17.046290945133,-16.7732063387752,-17.7294669080865,-17.8385332837403,-18.113665066207,-18.0819081330097,-17.7379029234735
48.7,-17.0349162658741,-16.7619860999784,-17.7181254134226,-17.8274017451014,-18.1030159882149,-18.0717006370593,-17.7279921700526
48.8,-17.0235987252326,-16.7508270382479,-17.7068415554482,-17.8163298233062,-18.092432180968,-18.0615600222502,-17.7181488295536
48.9,-17.0123382094314,-16.7397290340438,-17.6956152131294,-17.8053174315104,-18.081913540542,-18.0514861493564,-17.7083727627536
49,-17.0011346064009,-16.7286919687529,-17.6844462669243,-17.7943644844475,-18.0714599640041,-18.0414788799082,-17.698663831096
49.1,-16.9899878057646,-16.7177157246808,-17.6733345987716,-17.7834708984072,-18.0610713494052,-18.0315380761884,-17.6890218966872
49.2,-16.9788976988265,-16.706800185044,-17.662280092079,-17.7726365912139,-18.0507475957708,-18.0216636012281,-17.6794468222953
49.3,-16.967864178556,-16.6959452339625,-17.6512826317124,-17.761861482205,-18.0404886030939,-18.011855318803,-17.6699384713472
49.4,-16.9568871395751,-16.6851507564517,-17.6403421039853,-17.7511454922099,-18.0302942723265,-18.002113093429,-17.6604967079266
49.5,-16.9459664781441,-16.6744166384152,-17.6294583966471,-17.7404885435287,-18.0201645053713,-17.9924367903592,-17.6511213967725
49.6,-16.9351020921482,-16.6637427666371,-17.618631398873,-17.7298905599113,-18.0100992050747,-17.98282627558,-17.6418124032771
49.7,-16.924293881084,-16.6531290287744,-17.6078610012531,-17.719351466537,-18.0000982752179,-17.9732814158074,-17.6325695934841
49.8,-16.9135417460457,-16.6425753133497,-17.5971470957813,-17.7088711899936,-17.9901616205098,-17.9638020784842,-17.6233928340869
49.9,-16.9028455897115,-16.6320815097436,-17.5864895758453,-17.6984496582569,-17.980289146579,-17.9543881317763,-17.6142819924272
50,-16.8922053163304,-16.6216475081877,-17.5758883362156,-17.6880868006706,-17.9704807599659,-17.9450394445698,-17.6052369364936
