Freq.	S22(V1)
1.27717717717718e+10	(-2.95942217233524e+01dB,-1.70955495022597e+02°)
1.28208208208208e+10	(-2.92452389606618e+01dB,-1.72455129242806e+02°)
1.28698698698699e+10	(-2.89089984051235e+01dB,-1.73922876272168e+02°)
1.29189189189189e+10	(-2.85847079015311e+01dB,-1.75361966744381e+02°)
1.29679679679680e+10	(-2.82716490687922e+01dB,-1.76775202703749e+02°)
1.30170170170170e+10	(-2.79691688753197e+01dB,-1.78165025826439e+02°)
1.30660660660661e+10	(-2.76766723105445e+01dB,-1.79533573131506e+02°)
1.31151151151151e+10	(-2.73936160015481e+01dB,1.79117277246127e+02°)
1.31641641641642e+10	(-2.71195026435832e+01dB,1.77785868230179e+02°)
1.32132132132132e+10	(-2.68538761311933e+01dB,1.76470732373085e+02°)
1.32622622622623e+10	(-2.65963172928087e+01dB,1.75170565603979e+02°)
1.33113113113113e+10	(-2.63464401456678e+01dB,1.73884205192797e+02°)
1.33603603603604e+10	(-2.61038886000643e+01dB,1.72610611166107e+02°)
1.34094094094094e+10	(-2.58683335523137e+01dB,1.71348850563649e+02°)
1.34584584584585e+10	(-2.56394703146102e+01dB,1.70098084044401e+02°)
1.35075075075075e+10	(-2.54170163375463e+01dB,1.68857554445020e+02°)
1.35565565565566e+10	(-2.52007091873444e+01dB,1.67626576968168e+02°)
1.36056056056056e+10	(-2.49903047453405e+01dB,1.66404530737290e+02°)
1.36546546546547e+10	(-2.47855756017761e+01dB,1.65190851501720e+02°)
1.37037037037037e+10	(-2.45863096198884e+01dB,1.63985025314123e+02°)
1.37527527527528e+10	(-2.43923086495779e+01dB,1.62786583032871e+02°)
1.38018018018018e+10	(-2.42033873727356e+01dB,1.61595095526802e+02°)
1.38508508508509e+10	(-2.40193722647429e+01dB,1.60410169480232e+02°)
1.38998998998999e+10	(-2.38401006586660e+01dB,1.59231443712559e+02°)
1.39489489489489e+10	(-2.36654199004539e+01dB,1.58058585940463e+02°)
1.39979979979980e+10	(-2.34951865849200e+01dB,1.56891289921990e+02°)
