"Freq [GHz]","dB(St(2,1)) []"
44.512,-0.288725390203028
44.61,-0.288984711779598
44.708,-0.289245616472837
44.806,-0.289508162994686
44.904,-0.289772410492565
45.002,-0.290038418548105
45.1,-0.290306247175786
45.198,-0.290575956821575
45.296,-0.290847608361524
45.394,-0.291121263100326
45.492,-0.291396982769834
45.59,-0.291674829527563
45.688,-0.291954865955126
45.786,-0.292237155056643
45.884,-0.292521760257156
45.982,-0.292808745400928
46.08,-0.29309817474977
46.178,-0.293390112981318
46.276,-0.29368462518725
46.374,-0.293981776871489
46.472,-0.294281633948376
46.57,-0.294584262740775
46.668,-0.294889729978138
46.766,-0.295198102794635
46.864,-0.295509448727079
46.962,-0.29582383571294
47.06,-0.296141332088285
47.158,-0.296462006585667
47.256,-0.296785928331999
47.354,-0.297113166846376
47.452,-0.297443792037871
47.55,-0.297777874203264
47.648,-0.298115484024794
47.746,-0.298456692567791
47.844,-0.298801571278355
47.942,-0.29915019198094
48.04,-0.299502626875907
48.138,-0.299858948537075
48.236,-0.300219229909193
48.334,-0.300583544305379
48.432,-0.300951965404582
48.53,-0.301324567248893
48.628,-0.301701424240924
48.726,-0.302082611141096
48.824,-0.30246820306489
48.922,-0.30285827548011
49.02,-0.303252904204014
49.118,-0.3036521654005
49.216,-0.304056135577192
49.314,-0.304464891582574
49.412,-0.304878510602896
49.51,-0.305297070159311
49.608,-0.305720648104764
49.706,-0.306149322620902
49.804,-0.306583172215013
49.902,-0.307022275716798
50,-0.307466712275253
